ID_Denuncia,FechaDenuncia,HoraDenuncia,TipoRobo,ZonaHecho,NombreDenunciante,EdadDenunciante,GeneroDenunciante,DescripcionHecho,MedioPrueba,UnidadInvestigacion,EstadoCaso,SospechosoIdentificado,MontoEstimadoPerdido,ReincidenciaZona
FELCC-00090,2025-05-07,05:47:08,Robo domiciliario,Miraflores,Lázaro de Morata,70,Femenino,Corporis assumenda voluptatem. Voluptates nostrum impedit cumque laudantium. Cum accusantium officia fugit quae. Libero aut odio accusantium.,Ninguno,Unidad de Delitos Contra la Propiedad,En investigación,Sí,22715,Alta
FELCC-00091,2025-05-07,14:23:20,Robo a mano armada,El Alto 1ra,Maite Ramos Toro,66,Femenino,"Consequatur nisi dolore voluptatibus ratione. Ad molestiae incidunt debitis repudiandae occaecati.
Quos temporibus vero. Perferendis inventore soluta ab.",Testigos,Unidad de Robo de Vehículos,Derivado a fiscalía,No,48525,Baja
FELCC-00092,2025-05-07,18:48:04,Robo a mano armada,Miraflores,Ruben Manolo Roca Olmo,68,Femenino,Consequuntur odio debitis nobis maxime.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Sin pistas,No,33465,Media
FELCC-00093,2025-05-07,04:31:38,Robo en vía pública,Centro La Paz,Eligia de Zamora,66,Femenino,Porro voluptas quae aperiam reiciendis.,Testigos,Unidad de Delitos Contra la Propiedad,Con detenido,No,5334,Alta
FELCC-00094,2025-05-07,19:58:31,Robo a comercio,El Alto 1ra,Florentino Villaverde Rocha,47,Masculino,Impedit assumenda fuga exercitationem. Labore amet occaecati. Error amet soluta maxime suscipit alias.,Ninguno,Unidad de Robo de Vehículos,Con detenido,No,36502,Baja
FELCC-00095,2025-05-07,22:27:37,Robo en vía pública,Sopocachi,Luna Jiménez Parejo,38,Femenino,"Nulla occaecati expedita. Aliquam sapiente minima. Dolor ex aliquam temporibus quia a.
Possimus mollitia incidunt molestiae.",Ninguno,División Cibercrimen,Cerrado,No,22999,Media
FELCC-00096,2025-05-07,20:23:46,Robo de vehículo,Centro La Paz,Alberto Armando Vazquez Peralta,44,Femenino,Praesentium illo vel fugit repellendus vel. Commodi amet iure vitae.,Huella digital,Unidad de Robo de Vehículos,Sin pistas,Sí,44203,Baja
FELCC-00097,2025-05-07,09:29:35,Robo a comercio,Sopocachi,Jerónimo Cifuentes-Barba,43,Masculino,Perferendis asperiores quisquam. Velit fugiat dignissimos sapiente veniam. Omnis veritatis adipisci consectetur culpa blanditiis saepe.,Huella digital,Unidad de Robo de Vehículos,Cerrado,No,34768,Alta
FELCC-00098,2025-05-07,12:06:49,Robo de vehículo,Sopocachi,Tere Reina Gomez,69,Femenino,Laborum vero molestias beatae rerum ducimus reiciendis. Eveniet assumenda atque minima perspiciatis perferendis magnam.,Ninguno,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,12788,Media
FELCC-00099,2025-05-07,19:53:19,Robo a comercio,Centro La Paz,Lucas Marco Arrieta Martín,19,Femenino,Numquam neque veniam ab earum. Aut placeat eos quo. Maxime aperiam consequatur doloribus quibusdam qui accusantium.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,En investigación,Sí,1850,Media
FELCC-00100,2025-05-07,10:49:30,Robo a comercio,Sopocachi,Miguela Cid Muro,43,Masculino,"Iure enim praesentium tempore. Ea incidunt in consequatur dicta saepe.
Quae ducimus architecto odio aperiam autem pariatur maxime.",Testigos,Unidad de Delitos Contra la Propiedad,Sin pistas,Sí,2465,Media
FELCC-00101,2025-05-07,09:42:58,Robo de vehículo,Zona Sur,Tito Blanca Ribes,47,Femenino,Ullam aliquam laboriosam voluptatum at. Perferendis excepturi id molestias rem.,Testigos,Unidad de Delitos Contra la Propiedad,Cerrado,No,40829,Alta
FELCC-00102,2025-05-07,11:33:16,Robo a comercio,Miraflores,Fito Bas,63,Femenino,Atque qui ipsum dignissimos. Rerum eveniet aspernatur. Neque recusandae ea at quas. Doloremque porro minima praesentium repudiandae.,Huella digital,División Cibercrimen,Cerrado,Sí,33508,Baja
FELCC-00103,2025-05-07,17:44:06,Robo a mano armada,Zona Sur,Brunilda de Figueras,65,Femenino,Modi earum repellat pariatur nemo optio earum. Necessitatibus voluptates dicta expedita.,Cámara de seguridad,División Cibercrimen,Cerrado,Sí,44491,Alta
FELCC-00104,2025-05-07,07:18:46,Robo a comercio,Sopocachi,Francisco Jose Núñez Alberola,27,Femenino,Id animi adipisci suscipit delectus nemo. Vitae praesentium repellat adipisci. Voluptatum quia atque excepturi quos ducimus. Asperiores omnis ipsam.,Ninguno,Unidad de Delitos Contra la Propiedad,En investigación,No,18186,Baja
FELCC-00105,2025-05-07,11:43:27,Robo a mano armada,Zona Sur,Jafet Pelayo Ballesteros,32,Masculino,"Debitis necessitatibus enim veritatis iste esse. Consectetur minima molestias laborum molestias.
Ratione minima quas accusamus delectus error ipsa. Beatae sed est alias.",Ninguno,División Cibercrimen,Con detenido,Sí,4917,Media
FELCC-00106,2025-05-07,05:40:01,Robo en vía pública,Zona Sur,Curro Polo Patiño,33,Femenino,Ut dolore sint laudantium inventore. Architecto harum perferendis velit veniam eligendi.,Huella digital,Unidad de Delitos Contra la Propiedad,Con detenido,No,40590,Media
FELCC-00107,2025-05-07,09:12:38,Robo de vehículo,Centro La Paz,Dafne Begoña Arco Vázquez,50,Femenino,Doloremque aperiam a mollitia unde. Iste voluptate eius asperiores beatae id.,Ninguno,División Cibercrimen,Derivado a fiscalía,Sí,21986,Baja
FELCC-00108,2025-05-07,14:35:38,Robo de vehículo,Villa El Carmen,María Morata,19,Femenino,Ullam doloribus enim ducimus eveniet totam quis. Voluptates voluptatum saepe perferendis enim accusamus architecto quia.,Testigos,División Cibercrimen,Derivado a fiscalía,No,33478,Alta
FELCC-00109,2025-05-07,19:42:20,Robo en vía pública,Zona Sur,Melania Coloma-Alemán,69,Femenino,In tempore velit suscipit soluta. Repellendus debitis quibusdam ipsam ab. Voluptates vel doloremque vero quos in quisquam.,Testigos,Unidad de Robo de Vehículos,Sin pistas,No,9082,Alta
FELCC-00110,2025-05-07,20:43:33,Robo domiciliario,Sopocachi,Luisina Bellido-Escobar,45,Femenino,"Earum tempore sequi expedita. Voluptates molestias laudantium error quasi.
Magni vero beatae ab et aspernatur aperiam. Animi dolorem nisi delectus.",Huella digital,División Cibercrimen,Con detenido,Sí,46913,Alta
FELCC-00111,2025-05-07,22:48:31,Robo en vía pública,Sopocachi,Joaquín Zamora Cobos,32,Femenino,Beatae corporis possimus nam voluptatem debitis quibusdam sit. Molestias totam ad repellat aliquam ullam qui.,Cámara de seguridad,Unidad de Robo de Vehículos,Con detenido,Sí,30817,Baja
FELCC-00112,2025-05-07,00:31:03,Robo domiciliario,Centro La Paz,Américo Godoy,55,Masculino,"Vitae distinctio fuga tenetur illo distinctio. Quia nam beatae voluptatibus dolores fugit.
Sed dolores deserunt. Consequuntur commodi ipsa deserunt. Id enim voluptatibus.",Cámara de seguridad,División Cibercrimen,Con detenido,No,37604,Media
FELCC-00113,2025-05-07,05:12:08,Robo domiciliario,Zona Sur,Flora Nazaret Manzanares Mínguez,27,Femenino,Dicta provident odio. Qui sed quibusdam facilis commodi. Voluptate sapiente iusto quidem molestias. Facere iure tempore nesciunt totam dolores consectetur.,Reconocimiento visual,Unidad de Robo de Vehículos,Cerrado,No,24559,Media
FELCC-00114,2025-05-07,19:06:13,Robo domiciliario,Centro La Paz,Alicia Fernandez Becerra,21,Femenino,Quaerat distinctio consequuntur veritatis non voluptatibus perferendis. Laboriosam excepturi minus quasi aliquid consectetur est doloribus.,Huella digital,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,44979,Media
FELCC-00115,2025-05-07,16:26:28,Robo a mano armada,Sopocachi,Atilio Marí Peña,41,Femenino,Consequuntur quisquam alias ullam. Minima saepe fugiat doloremque soluta qui quis. Perspiciatis fuga in eaque officiis quam natus quo.,Cámara de seguridad,Unidad de Robo de Vehículos,Con detenido,Sí,29842,Alta
FELCC-00116,2025-05-07,04:49:53,Robo de vehículo,El Alto 1ra,Priscila Coronado Solís,65,Femenino,Alias expedita assumenda nulla. Nam a doloremque enim illum dolor. Ut totam optio repudiandae expedita.,Huella digital,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,Sí,12619,Baja
FELCC-00117,2025-05-07,03:29:45,Robo domiciliario,Villa El Carmen,Ale Osorio Gargallo,26,Femenino,Iusto natus delectus adipisci distinctio nobis. Iure hic nostrum eveniet vitae officiis.,Cámara de seguridad,División Cibercrimen,Sin pistas,No,1225,Alta
FELCC-00118,2025-05-07,09:42:59,Robo domiciliario,Sopocachi,Roldán Perales Mateos,20,Masculino,Commodi nulla tempore accusantium cum culpa. Excepturi quidem cum eius recusandae. Odio libero tempora accusamus.,Cámara de seguridad,Unidad de Robo de Vehículos,Derivado a fiscalía,No,43450,Alta
FELCC-00119,2025-05-07,12:54:35,Robo en vía pública,Miraflores,Dionisia de Ferrero,27,Masculino,"Libero laborum ratione eaque. Veniam fugiat quidem officia hic placeat voluptatum sit. Animi natus est voluptatum.
Placeat quidem libero hic quis minus porro.",Testigos,División Cibercrimen,Derivado a fiscalía,No,30641,Media
FELCC-00120,2025-05-07,04:03:49,Robo de vehículo,Centro La Paz,Odalys Martí Escudero,24,Masculino,Libero inventore natus minima sint natus. Accusamus reprehenderit rem rerum doloribus ipsa voluptatum. Necessitatibus odit autem eveniet doloribus quaerat tenetur.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Cerrado,No,33114,Alta
FELCC-00121,2025-05-07,13:00:14,Robo de vehículo,Sopocachi,Lucho Gómez Cánovas,43,Femenino,Aperiam officia quisquam officia possimus cumque est. Nostrum tempore ea rerum eligendi.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,40257,Baja
FELCC-00122,2025-05-07,09:03:20,Robo a comercio,Villa El Carmen,Chuy Arnau,69,Masculino,"Autem at sapiente aperiam ipsa. Sed illo odio porro fugit. Dolores ea ducimus cumque.
Corporis atque veniam perferendis quia. Ut eos iste et libero expedita.",Reconocimiento visual,Unidad de Robo de Vehículos,Derivado a fiscalía,Sí,47841,Alta
FELCC-00123,2025-05-07,03:11:10,Robo domiciliario,Sopocachi,Nayara Aura Arregui Iborra,53,Masculino,Excepturi atque iusto fugit. Tempore ipsa blanditiis deserunt itaque explicabo aut.,Huella digital,Unidad de Delitos Contra la Propiedad,En investigación,Sí,15053,Alta
FELCC-00124,2025-05-07,16:52:40,Robo domiciliario,Miraflores,Gertrudis Alberto Quiroga,28,Masculino,"Illum natus quod expedita laborum inventore.
Repellendus officiis sunt aspernatur. Alias minus dicta officiis. Suscipit dolores non totam quo consequatur.",Testigos,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,7496,Alta
FELCC-00125,2025-05-07,19:34:34,Robo a mano armada,El Alto 1ra,Ana Alemán Rueda,42,Femenino,Veritatis eos quisquam excepturi. Debitis optio suscipit nostrum reiciendis eius illum.,Ninguno,Unidad de Robo de Vehículos,Con detenido,Sí,11139,Baja
FELCC-00126,2025-05-07,00:08:04,Robo de vehículo,Centro La Paz,Eva María Carranza Vigil,35,Masculino,At cum magni blanditiis quasi sint.,Ninguno,División Cibercrimen,En investigación,No,46390,Alta
FELCC-00127,2025-05-07,07:10:33,Robo en vía pública,Villa El Carmen,Mercedes Pol,62,Masculino,Deleniti ipsum omnis magni quo eligendi atque. Cum id ut sint nemo eum illo. Iusto temporibus accusamus quisquam veritatis tempore enim.,Huella digital,División Cibercrimen,Sin pistas,Sí,26205,Baja
FELCC-00128,2025-05-07,16:16:48,Robo a mano armada,El Alto 1ra,Noa Piñol-Alfaro,42,Femenino,Sint accusamus deserunt ad impedit quaerat voluptates. Occaecati iure fugit rerum excepturi veritatis. Commodi voluptatum ut sequi rerum quidem.,Cámara de seguridad,División Cibercrimen,Derivado a fiscalía,No,43421,Alta
FELCC-00129,2025-05-07,22:01:51,Robo a mano armada,Villa El Carmen,Alcides Manso Rueda,18,Masculino,Pariatur laudantium a fugiat. Placeat beatae magnam aliquid. Suscipit quam tempore maiores placeat amet.,Cámara de seguridad,Unidad de Robo de Vehículos,En investigación,No,16750,Media
FELCC-00130,2025-05-07,18:19:18,Robo en vía pública,Zona Sur,Macaria Olivares,74,Femenino,"Ab nesciunt exercitationem explicabo quo optio.
Impedit iste itaque. Culpa aut perspiciatis consectetur minus voluptatem cumque. Quae eligendi eos.",Ninguno,División Cibercrimen,Con detenido,Sí,19680,Media
FELCC-00131,2025-05-07,02:53:23,Robo de vehículo,Villa El Carmen,Beatriz Abascal Alfaro,46,Masculino,Soluta suscipit alias quae assumenda inventore aperiam. Dicta esse repellat molestias dolorum ex. Ab incidunt doloribus quibusdam laborum beatae.,Testigos,Unidad de Robo de Vehículos,En investigación,Sí,39696,Baja
FELCC-00132,2025-05-07,12:04:10,Robo domiciliario,El Alto 1ra,Juan Reguera-Belmonte,24,Masculino,Quos facilis ab neque distinctio. Amet recusandae minima corporis ipsam explicabo a. Quis eius ea sint amet neque magnam.,Reconocimiento visual,Unidad de Robo de Vehículos,Sin pistas,No,4380,Media
FELCC-00133,2025-05-07,02:14:17,Robo de vehículo,Centro La Paz,Jordán Vilaplana Rueda,25,Masculino,Accusamus aperiam amet est repellat doloremque unde. Mollitia laudantium dicta eos error illum. Blanditiis eum eos rem repellat velit.,Huella digital,Unidad de Robo de Vehículos,Con detenido,No,49055,Baja
FELCC-00134,2025-05-07,17:28:32,Robo de vehículo,Centro La Paz,Natanael Zapata-Valenciano,54,Femenino,"Perspiciatis saepe labore explicabo.
Eveniet aliquid suscipit minus eveniet impedit accusantium. Deserunt architecto architecto. Occaecati neque iusto corrupti hic esse.",Testigos,Unidad de Delitos Contra la Propiedad,Con detenido,No,46220,Media
FELCC-00135,2025-05-07,03:12:49,Robo a mano armada,Miraflores,Alicia Paloma Romero Ríos,64,Masculino,Ipsum libero animi ullam iste dignissimos. Sapiente distinctio earum corrupti natus quis maiores.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Cerrado,No,7537,Baja
FELCC-00136,2025-05-07,14:18:34,Robo a comercio,Sopocachi,Martín Salvador Nicolau Canals,48,Femenino,"Enim cupiditate quae eum. Veritatis nemo totam.
In quos officiis dolor voluptatem itaque commodi. Commodi iusto quos soluta sint rem aliquid.",Huella digital,Unidad de Delitos Contra la Propiedad,Cerrado,No,25949,Baja
FELCC-00137,2025-05-07,17:38:39,Robo en vía pública,Centro La Paz,Maite Valderrama Rios,71,Femenino,Quasi cumque quidem itaque repellat accusamus similique debitis. Voluptas totam non magni.,Testigos,Unidad de Delitos Contra la Propiedad,Cerrado,No,864,Alta
FELCC-00138,2025-05-07,00:16:56,Robo de vehículo,Centro La Paz,Abel Cabello-Otero,31,Femenino,Modi voluptate sunt. Ipsum vel laborum totam vitae ab reiciendis. Aperiam magnam quibusdam tempora quidem voluptate dignissimos.,Reconocimiento visual,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,43286,Baja
FELCC-00139,2025-05-07,10:26:40,Robo a comercio,Zona Sur,Emiliana Durán,25,Femenino,"Minus voluptatibus adipisci vero. Dolore hic tempora.
Laboriosam accusamus ad magnam. Repellendus placeat eaque voluptates facilis ducimus deleniti.",Testigos,División Cibercrimen,Sin pistas,No,27099,Alta
FELCC-00140,2025-05-07,17:27:00,Robo en vía pública,Sopocachi,Francisco Javier Sandoval Talavera,21,Masculino,Aspernatur dicta assumenda tempore illo nisi culpa repellat. Accusamus ipsa maiores cupiditate. Aperiam ut corporis beatae.,Cámara de seguridad,Unidad de Delitos Contra la Propiedad,Derivado a fiscalía,No,19632,Alta
FELCC-00141,2025-05-07,11:22:31,Robo a mano armada,Zona Sur,Ibán Colom Olmedo,73,Masculino,A placeat repudiandae architecto quidem enim. Repellendus est ab tempora autem qui amet.,Testigos,División Cibercrimen,En investigación,No,19449,Media
FELCC-00142,2025-05-07,19:04:49,Robo de vehículo,Miraflores,Angelita Hierro Company,47,Femenino,"Fugit natus consequuntur tempore.
Enim ducimus cupiditate accusantium voluptatum nemo maxime. Blanditiis beatae similique vel hic nobis similique fugit.",Huella digital,Unidad de Delitos Contra la Propiedad,Cerrado,Sí,49022,Alta
FELCC-00143,2025-05-07,13:08:44,Robo domiciliario,Sopocachi,Lino Benito Barrera,70,Femenino,"Praesentium mollitia blanditiis autem inventore. Odit consequatur rerum doloremque incidunt quaerat.
Dolor et iste atque. Deserunt unde quis magni.",Ninguno,Unidad de Delitos Contra la Propiedad,Con detenido,Sí,40033,Alta
FELCC-00144,2025-05-07,13:32:42,Robo a mano armada,Miraflores,Inés Durán Villa,60,Femenino,Nisi incidunt non recusandae corporis unde. Aliquam magnam excepturi culpa praesentium debitis dolores.,Cámara de seguridad,Unidad de Robo de Vehículos,Cerrado,No,21334,Alta
FELCC-00145,2025-05-07,23:03:44,Robo de vehículo,Centro La Paz,Rodolfo Mancebo Sabater,56,Femenino,Non sint laboriosam vitae. Voluptate accusamus ex possimus voluptatum laborum. A et dolor commodi saepe necessitatibus repellat.,Testigos,División Cibercrimen,Derivado a fiscalía,Sí,13716,Media
FELCC-00146,2025-05-07,23:10:51,Robo a mano armada,Zona Sur,Wilfredo Bernardino Aguiló Carreño,65,Femenino,Aut harum assumenda laudantium eligendi. Libero exercitationem recusandae a deserunt qui.,Reconocimiento visual,Unidad de Robo de Vehículos,En investigación,Sí,20664,Media
FELCC-00147,2025-05-07,14:16:38,Robo de vehículo,Villa El Carmen,Raquel Ocaña Avilés,41,Femenino,"Accusamus quos quae. Nesciunt et libero.
Velit enim laudantium quae saepe. Consequuntur sapiente aliquam quasi numquam quia.
Est optio esse qui. Provident ut sed quaerat fuga.",Ninguno,Unidad de Robo de Vehículos,Sin pistas,No,23910,Media
FELCC-00148,2025-05-07,14:22:29,Robo domiciliario,Sopocachi,Xiomara Gual Huertas,50,Masculino,Qui rerum veritatis nobis. Facere molestiae in laboriosam cumque minima itaque beatae. Alias praesentium debitis corporis quos.,Huella digital,División Cibercrimen,Derivado a fiscalía,Sí,39802,Baja
FELCC-00149,2025-05-07,02:29:35,Robo a mano armada,Sopocachi,Cruz Olalla Bautista Hernandez,30,Masculino,"Minus error eum dicta. Soluta molestiae praesentium neque mollitia tempora neque aliquid.
Maxime autem repellendus possimus dolorum veritatis.",Ninguno,División Cibercrimen,Sin pistas,No,9252,Media
FELCC-00150,2025-05-07,11:29:27,Robo a mano armada,Centro La Paz,Nidia Dueñas Salas,38,Masculino,"Accusamus incidunt a laboriosam aut.
Quia in eos tenetur necessitatibus. Id quisquam quasi.
Ipsa amet laudantium. Molestiae aliquid at nihil dolore molestias.",Cámara de seguridad,División Cibercrimen,Sin pistas,No,32101,Baja
FELCC-00151,2025-05-07,19:21:09,Robo a comercio,Miraflores,Jorge Morán Bastida,70,Femenino,Perferendis cupiditate optio necessitatibus rerum sed praesentium. Cum fuga ducimus quia ut. At minus eligendi ab.,Testigos,División Cibercrimen,Derivado a fiscalía,Sí,20396,Alta
FELCC-00152,2025-05-07,01:39:34,Robo en vía pública,Villa El Carmen,Gracia Báez Tomás,40,Masculino,"In error saepe non cumque non.
Optio maxime hic quasi animi autem nobis. Maxime voluptas vero iste. Qui aspernatur cumque non quibusdam quasi.",Reconocimiento visual,Unidad de Robo de Vehículos,Sin pistas,No,42132,Alta
